word,phon_klattese,nSyll,polysyll,nonInitialPrimaryStress,SUBTLwf,#NAME?,SUBTLWF0to10,fam,conc,imag
rustling,r^ˈ-slIG,2,0,0,2,-0.25,7.5,,,
rusty,r^ˈ-sti,2,0,0,12.88235294,-0.006025729,9.939742708,503,506,553
rut,r^ˈt,1,0,0,1.529411765,-0.427514793,5.724852071,,,
ruth,ruˈT,1,0,0,20.66666667,-0.002341311,9.976586889,,,
ruthless,ruˈT-l^s,2,0,0,4.137254902,-0.058421868,9.415781317,,,
ryder,rYˈ-dR,2,0,0,1.31372549,-0.579416351,4.205836489,,,
rye,rYˈ,1,0,0,4.156862745,-0.057872019,9.421279815,388,600,459
s,Eˈs,1,0,0,20731.39216,-2.33E-09,9.999999977,,,
sabbath,s@ˈ-b^T,2,0,0,1.68627451,-0.351676582,6.483234181,,,
sabotage,s@ˈ-b^-taˌZ,3,1,0,3.862745098,-0.067020536,9.329794635,,,
sabotaged,s@ˈ-b^-taˌZd,3,1,0,1,-1,0,,,
sac,s@ˈk,1,0,0,1.294117647,-0.597107438,4.02892562,,,
sack,s@ˈk,1,0,0,12.92156863,-0.00598921,9.940107902,539,582,548
sacked,s@ˈkt,1,0,0,1.235294118,-0.655328798,3.446712018,,,
sacks,s@ˈks,1,0,0,2.117647059,-0.222993827,7.770061728,,,
sacramento,s@ˌ-kr^-mEˈn-to,4,1,1,1.431372549,-0.488084068,5.119159317,,,
sacred,seˈ-kr^d,2,0,0,14.01960784,-0.005087779,9.949122206,,,
sacrifice,s@ˈ-kr^-fYˌs,3,1,0,17.90196078,-0.003120318,9.968796824,,,
sacrificed,s@ˈ-kr^-fYˌst,3,1,0,4.392156863,-0.051837532,9.481624681,,,
sacrifices,s@ˈ-kr^-fYˌ-sIz,4,1,0,3.843137255,-0.067706164,9.322938359,,,
sacrificing,s@ˈ-kr^-fYˌ-sIG,4,1,0,1.470588235,-0.4624,5.376,,,
sad,s@ˈd,1,0,0,63.37254902,-0.000248999,9.99751001,589,360,419
sadder,s@ˈ-dR,2,0,0,1.058823529,-0.891975309,1.080246914,,,
saddest,s@ˈ-d^st,2,0,0,1.68627451,-0.351676582,6.483234181,,,
saddle,s@ˈ-d^l,2,0,0,7.823529412,-0.016337837,9.836621629,436,603,578
saddled,s@ˈ-d^ld,2,0,0,1.235294118,-0.655328798,3.446712018,,,
sadist,seˈ-d^st,2,0,0,1.078431373,-0.859834711,1.401652893,,,
sadistic,s^-dIˈ-stIk,3,1,1,1.705882353,-0.343638526,6.563614744,,,
sadly,s@ˈd-li,2,0,0,4.705882353,-0.04515625,9.5484375,,,
sadness,s@ˈd-n^s,2,0,0,4.784313725,-0.043687853,9.563121473,,,
safari,s^-faˈ-ri,3,1,1,2.078431373,-0.231488074,7.68511926,,,
safe,seˈf,1,0,0,143.1960784,-4.88E-05,9.999512317,531,376,474
safely,seˈf-li,2,0,0,11.09803922,-0.008119093,9.918809075,,,
safer,seˈ-fR,2,0,0,11.37254902,-0.007731867,9.922681332,,,
safest,seˈ-f^st,2,0,0,2.529411765,-0.156300703,8.436992969,,,
safety,seˈf-ti,2,0,0,32.33333333,-0.000956531,9.99043469,556,323,397
sage,seˈJ,1,0,0,1.745098039,-0.32836763,6.716323697,424,462,434
sahara,s^-hEˈ-r^,3,1,1,1.411764706,-0.501736111,4.982638889,,,
said,sEˈd,1,0,0,1108.45098,-8.14E-07,9.999991861,600,306,313
saigon,sYˌ-gaˈn,2,0,1,4.156862745,-0.057872019,9.421279815,,,
sail,seˈl,1,0,0,13.74509804,-0.00529303,9.947069705,504,567,597
sailboat,seˈl-boˌt,2,0,0,1.607843137,-0.386823319,6.131766805,,,
sailed,seˈld,1,0,0,3.647058824,-0.075182102,9.24817898,,,
sailing,seˈ-lIG,2,0,0,9.411764706,-0.011289063,9.887109375,,,
sailor,seˈ-lR,2,0,0,12.39215686,-0.006511877,9.934881229,,,
sailors,seˈ-lRz,2,0,0,4.37254902,-0.052303485,9.476965151,,,
sails,seˈlz,1,0,0,3.215686275,-0.09670583,9.032941701,,,
saint,seˈnt,1,0,0,17.92156863,-0.003113493,9.968865065,463,458,394
saints,seˈnts,1,0,0,3.549019608,-0.079393181,9.206068191,,,
sake,seˈk,1,0,0,64.15686275,-0.000242948,9.997570518,,,
sakes,seˈks,1,0,0,11.90196078,-0.007059322,9.929406784,,,
sal,s@ˈl,1,0,0,7.843137255,-0.01625625,9.8374375,,,
salad,s@ˈ-l^d,2,0,0,17.01960784,-0.003452239,9.965477606,554,595,623
salads,s@ˈ-l^dz,2,0,0,4.274509804,-0.054730242,9.452697584,,,
salami,s^-laˈ-mi,3,1,1,2.235294118,-0.200138504,7.998614958,,,
salaries,s@ˈ-lR-iz,3,1,0,1.019607843,-0.961908284,0.38091716,,,
salary,s@ˈ-lR-i,3,1,0,10.74509804,-0.008661223,9.913387767,527,456,452
sale,seˈl,1,0,0,25.39215686,-0.001550961,9.984490392,555,364,422
salem,seˈ-l^m,2,0,0,1.215686275,-0.676638918,3.233610822,,,
sales,seˈlz,1,0,0,12.70588235,-0.006194273,9.93805727,,,
salesman,seˈlz-m^n,2,0,0,10.43137255,-0.009190033,9.908099666,,,
salesmen,seˈlz-mIn,2,0,0,1.921568627,-0.270824656,7.291753436,,,
saline,s^-liˈn,2,0,1,3.431372549,-0.084930612,9.150693878,,,
saliva,s^-lYˈ-v^,3,1,1,2.647058824,-0.142716049,8.572839506,,,
sally,s@ˈ-li,2,0,0,26.50980392,-0.001422941,9.985770588,,,
salmon,s@ˈ-m^n,2,0,0,6.549019608,-0.023315644,9.766843558,,,
salon,s^-laˈn,2,0,1,4.588235294,-0.047501644,9.524983563,,,
saloon,s^-luˈn,2,0,1,5.137254902,-0.037891149,9.621088515,381,575,608
salsa,scˈl-s^,2,0,0,2.137254902,-0.218920966,7.810790338,,,
salt,scˈlt,1,0,0,19.50980392,-0.002627206,9.973727936,612,594,570
salts,scˈlts,1,0,0,1.431372549,-0.488084068,5.119159317,,,
salty,scˈl-ti,2,0,0,2.490196078,-0.161262323,8.387376775,509,490,512
salute,s^-luˈt,2,0,1,7.254901961,-0.01899927,9.810007305,479,471,538
salvador,s@ˈl-v^-dcˌr,3,1,0,2.019607843,-0.245169196,7.54830804,,,
salvage,s@ˈl-v^J,2,0,0,4.117647059,-0.058979592,9.410204082,,,
salvation,s@l-veˈ-S^n,3,1,1,5.019607843,-0.03968811,9.603118896,396,269,408
sam,s@ˈm,1,0,0,123.1568627,-6.59E-05,9.9993407,,,
samaritan,s^-mEˈ-rI-t^n,4,1,1,1.137254902,-0.773186683,2.268133175,,,
same,seˈm,1,0,0,417.1764706,-5.75E-06,9.999942541,569,248,326
sammy,s@ˈ-mi,2,0,0,13.80392157,-0.005248015,9.947519854,,,
sample,s@ˈm-p^l,2,0,0,14.58823529,-0.004698881,9.953011186,,,
samples,s@ˈm-p^lz,2,0,0,8.666666667,-0.013313609,9.866863905,,,
samson,s@ˈm-s^n,2,0,0,7.274509804,-0.018896986,9.811030144,,,
samuel,s@ˈ-myul,2,0,0,6.745098039,-0.021979786,9.780202136,,,
samurai,s@ˈ-mU-rYˌ,3,1,0,3.137254902,-0.101601563,8.983984375,,,
san,s@ˈn,1,0,0,49.8627451,-0.000402205,9.995977948,,,
sanctioned,s@ˈGk-S^nd,2,0,0,1.117647059,-0.800554017,1.994459834,,,
sanctity,s@ˈGk-tI-ti,3,1,0,1.647058824,-0.368622449,6.31377551,338,293,330
sanctuary,s@ˈGk-Cu-Eˌ-ri,4,1,0,4.31372549,-0.053739669,9.462603306,449,486,481
sand,s@ˈnd,1,0,0,20.29411765,-0.002428061,9.975719387,519,616,603
sandals,s@ˈn-d^lz,2,0,0,1.725490196,-0.335872934,6.641270661,,,
sandbox,s@ˈnd-baˌks,2,0,0,1.058823529,-0.891975309,1.080246914,,,
sanders,s@ˈn-dRz,2,0,0,4.31372549,-0.053739669,9.462603306,,,
sandman,s@ˈnd-m@ˌn,2,0,0,2.431372549,-0.169159729,8.308402706,,,
sandra,s@ˈn-dr^,2,0,0,7.274509804,-0.018896986,9.811030144,,,
sands,s@ˈndz,1,0,0,2.117647059,-0.222993827,7.770061728,,,
sandwich,s@ˈnd-wIC,2,0,0,21.92156863,-0.002080927,9.979190735,,,
sandwiches,s@ˈnd-wI-CIz,3,1,0,9.607843137,-0.010832986,9.891670137,,,
sandy,s@ˈn-di,2,0,0,23.25490196,-0.001849145,9.98150855,528,499,554
sane,seˈn,1,0,0,5.509803922,-0.032940312,9.670596877,508,290,364
sang,s@ˈG,1,0,0,8.215686275,-0.014815363,9.851846367,,,
sanitation,s@ˌ-n^-teˈ-S^n,4,1,1,1.176470588,-0.7225,2.775,354,391,447
sanity,s@ˈ-n^-ti,3,1,0,2.725490196,-0.134620361,8.653796387,,,
sank,s@ˈGk,1,0,0,2.156862745,-0.214958678,7.850413223,,,
sanka,s@ˈG-k^,2,0,0,1.098039216,-0.82940051,1.705994898,,,
santa,s@ˈn-t^,2,0,0,46.68627451,-0.000458798,9.99541202,,,
santiago,s@ˌn-ti-aˈ-go,4,1,1,3.254901961,-0.094389607,9.056103934,,,
santos,s@ˈn-tos,2,0,0,3.862745098,-0.067020536,9.329794635,,,
sap,s@ˈp,1,0,0,3.490196078,-0.082091908,9.179080924,377,540,451
sapphire,s@ˈ-fY-R,3,1,0,1.196078431,-0.699005644,3.009943564,380,572,560
sarah,sEˈ-r^,2,0,0,43.1372549,-0.000537397,9.994626033,,,
sarcasm,saˈr-k@ˌ-z^m,3,1,0,2.862745098,-0.122021017,8.779789829,,,
sarcastic,sar-k@ˈ-stIk,3,1,1,2.607843137,-0.147040534,8.529594663,516,,419
sardines,sar-diˈnz,2,0,1,3.176470588,-0.099108368,9.008916324,,,
sarge,saˈrJ,1,0,0,13.39215686,-0.005575694,9.944243058,,,
sark,saˈrk,1,0,0,5.960784314,-0.028144477,9.718555229,,,
sash,s@ˈS,1,0,0,1.137254902,-0.773186683,2.268133175,385,540,488
sassy,s@ˈ-si,2,0,0,3.215686275,-0.09670583,9.032941701,,,
sat,s@ˈt,1,0,0,28.60784314,-0.001221883,9.987781166,,,
satan,seˈ-t^n,2,0,0,8.019607843,-0.015548688,9.844513125,,,
satanic,s^-t@ˈ-nIk,3,1,1,1.352941176,-0.5463138,4.536862004,,,
satellite,s@ˈ-t^-lYˌt,3,1,0,15.64705882,-0.004084459,9.959155407,,,
satellites,s@ˈ-t^-lYˌts,3,1,0,3.196078431,-0.097896044,9.021039557,,,
satin,s@ˈ-t^n,2,0,0,2.607843137,-0.147040534,8.529594663,470,594,561
satisfaction,s@ˌ-t^s-f@ˈk-S^n,4,1,1,6.960784314,-0.020638762,9.793612378,544,305,478
satisfactory,s@ˌ-t^s-f@ˈk-tri,4,1,1,3,-0.111111111,8.888888889,,,
satisfied,s@ˈ-t^s-fYˌd,3,1,0,15.50980392,-0.00415707,9.958429295,,,
satisfy,s@ˈ-t^s-fYˌ,3,1,0,5.607843137,-0.031798621,9.68201379,,,
satisfying,s@ˈ-tIs-fYˌ-IG,4,1,0,2.529411765,-0.156300703,8.436992969,,,
saturday,s@ˈ-tR-di,3,1,0,47.50980392,-0.00044303,9.995569696,,,
saturdays,s@ˈ-tR-diz,3,1,0,1.549019608,-0.416760135,5.832398654,,,
saturn,s@ˈ-tRn,2,0,0,1.509803922,-0.438691179,5.61308821,,,
sauce,scˈs,1,0,0,15.58823529,-0.004115344,9.958846565,522,576,569
saucer,scˈ-sR,2,0,0,2.745098039,-0.132704082,8.672959184,533,606,544
saucers,scˈ-sRz,2,0,0,1.137254902,-0.773186683,2.268133175,,,
saucy,scˈ-si,2,0,0,1.215686275,-0.676638918,3.233610822,,,
sauerkraut,sWˈ-R-krWˌt,3,1,0,1,-1,0,426,604,585
saul,scˈl,1,0,0,2.039215686,-0.240477071,7.59522929,,,
sauna,scˈ-n^,2,0,0,1.352941176,-0.5463138,4.536862004,,,
saunders,scˈn-dRz,2,0,0,8.058823529,-0.01539773,9.846022697,,,
sausage,scˈ-s^J,2,0,0,7.784313725,-0.016502865,9.834971353,,,
sausages,scˈ-sI-JIz,3,1,0,2.549019608,-0.153905325,8.460946746,,,
savage,s@ˈ-v^J,2,0,0,7.156862745,-0.019523363,9.804766373,448,427,528
savages,s@ˈ-v^-J^z,3,1,0,3.901960784,-0.06568016,9.343198404,,,
savannah,s^-v@ˈ-n^,3,1,1,1.509803922,-0.438691179,5.61308821,,,
save,seˈv,1,0,0,162.3137255,-3.80E-05,9.999620432,559,314,365
saved,seˈvd,1,0,0,69.76470588,-0.000205461,9.997945394,,,
saves,seˈvz,1,0,0,5.156862745,-0.037603551,9.623964493,,,
saving,seˈ-vIG,2,0,0,30.11764706,-0.001102448,9.988975525,,,
savings,seˈ-vIGz,2,0,0,7.529411765,-0.01763916,9.823608398,,,
savior,seˈ-vyR,2,0,0,3.392156863,-0.086905677,9.130943232,,,
savvy,s@ˈ-vi,2,0,0,1.058823529,-0.891975309,1.080246914,,,
saw,scˈ,1,0,0,402.4901961,-6.17E-06,9.999938271,552,532,531
sawyer,scˈ-yR,2,0,0,6.549019608,-0.023315644,9.766843558,,,
sax,s@ˈks,1,0,0,1.254901961,-0.635009766,3.649902344,,,
saxon,s@ˈk-s^n,2,0,0,2.549019608,-0.153905325,8.460946746,,,
saxons,s@ˈk-s^nz,2,0,0,1.274509804,-0.615621302,3.843786982,,,
saxophone,s@ˈk-s^-foˌn,3,1,0,1.68627451,-0.351676582,6.483234181,453,624,602
say,seˈ,1,0,0,1639.784314,-3.72E-07,9.999996281,,,
saying,seˈ-IG,2,0,0,291.6470588,-1.18E-05,9.999882433,,,
says,sEˈz,1,0,0,320.7058824,-9.72E-06,9.999902773,,,
scale,skeˈl,1,0,0,9.509803922,-0.011057498,9.889425019,523,475,463
scales,skeˈlz,1,0,0,2.019607843,-0.245169196,7.54830804,,,
scalp,sk@ˈlp,1,0,0,3.68627451,-0.073590991,9.264090086,,,
scalpel,sk@ˈl-p^l,2,0,0,3.156862745,-0.100343351,8.99656649,,,
scam,sk@ˈm,1,0,0,6.137254902,-0.026549215,9.734507855,,,
scan,sk@ˈn,1,0,0,9.411764706,-0.011289063,9.887109375,,,
scandal,sk@ˈn-d^l,2,0,0,8.117647059,-0.015175383,9.848246167,,,
scanned,sk@ˈnd,1,0,0,1.549019608,-0.416760135,5.832398654,,,
scanner,sk@ˈ-nR,2,0,0,2.941176471,-0.1156,8.844,,,
scanners,sk@ˈ-nRz,2,0,0,2.215686275,-0.203696452,7.963035477,,,
scanning,sk@ˈ-nIG,2,0,0,2.333333333,-0.183673469,8.163265306,,,
scans,sk@ˈnz,1,0,0,1.666666667,-0.36,6.4,,,
scapegoat,skeˈp-goˌt,2,0,0,1.098039216,-0.82940051,1.705994898,,,
scar,skaˈr,1,0,0,8.470588235,-0.013937114,9.860628858,529,552,565
scarce,skEˈrs,1,0,0,1.705882353,-0.343638526,6.563614744,508,297,380
scarcely,skEˈrs-li,2,0,0,1.37254902,-0.530816327,4.691836735,,,
scare,skEˈr,1,0,0,33.56862745,-0.000887427,9.991125726,523,380,471
scarecrow,sk@ˈr-kro,2,0,0,1.745098039,-0.32836763,6.716323697,389,,
scared,skEˈrd,1,0,0,133.3921569,-5.62E-05,9.999437996,,,
scares,skEˈrz,1,0,0,8.529411765,-0.013745541,9.86254459,,,
scarf,skaˈrf,1,0,0,4.68627451,-0.045534917,9.544650829,,,
scarface,skaˈr-feˌs,2,0,0,1.019607843,-0.961908284,0.38091716,,,
scarier,skEˈ-ri-R,3,1,0,1.333333333,-0.5625,4.375,,,
scaring,skEˈ-rIG,2,0,0,7.960784314,-0.01577932,9.842206799,,,
scarlet,skaˈr-l^t,2,0,0,3.274509804,-0.093262577,9.067374234,428,519,587
scarred,skaˈrd,1,0,0,1.31372549,-0.579416351,4.205836489,,,
scars,skaˈrz,1,0,0,4.392156863,-0.051837532,9.481624681,,,
scary,skEˈ-ri,2,0,0,26.19607843,-0.001457228,9.985427722,,,
scat,sk@ˈt,1,0,0,1.274509804,-0.615621302,3.843786982,,,
scatter,sk@ˈ-tR,2,0,0,2.431372549,-0.169159729,8.308402706,,,
scattered,sk@ˈ-tRd,2,0,0,3.725490196,-0.072049861,9.279501385,,,
scenario,sI-nEˈ-ri-o,4,1,1,6.254901961,-0.02555989,9.744401097,,,
scenarios,sI-nEˈ-ri-oz,4,1,1,1.588235294,-0.396433471,6.035665295,,,
scene,siˈn,1,0,0,74.64705882,-0.000179463,9.998205371,526,408,432
scenery,siˈ-nR-i,3,1,0,3.784313725,-0.069827378,9.301726221,,,
scenes,siˈnz,1,0,0,8.392156863,-0.014198838,9.858011617,,,
scenic,siˈ-nIk,2,0,0,1.039215686,-0.925952296,0.740477038,,,
scent,sEˈnt,1,0,0,5.960784314,-0.028144477,9.718555229,501,462,421
schedule,skEˈ-JUl,2,0,0,29.76470588,-0.001128748,9.988712525,,,
scheduled,skEˈ-JUld,2,0,0,9.470588235,-0.011149261,9.888507388,,,
schedules,skEˈ-JUlz,2,0,0,2.274509804,-0.193296671,8.067033294,,,
scheduling,skEˈ-JU-lIG,3,1,0,1.254901961,-0.635009766,3.649902344,,,
schematic,skI-m@ˈ-tIk,3,1,1,1.137254902,-0.773186683,2.268133175,,,
scheme,skiˈm,1,0,0,7.254901961,-0.01899927,9.810007305,492,328,319
schemes,skiˈmz,1,0,0,1.764705882,-0.321111111,6.788888889,,,
schizophrenia,skIˌt-s^-friˈ-ni-^,5,1,1,1.352941176,-0.5463138,4.536862004,,,
schizophrenic,SIˌ-z^-frEˈ-nIk,4,1,1,2.294117647,-0.190006575,8.099934254,,,
schmuck,Sm^ˈk,1,0,0,4.588235294,-0.047501644,9.524983563,,,
schneider,SnYˈ-dR,2,0,0,1.62745098,-0.377558426,6.224415735,,,
scholar,skaˈ-lR,2,0,0,3.647058824,-0.075182102,9.24817898,489,450,451
scholarship,skaˈ-lR-SIˌp,3,1,0,9.941176471,-0.010118693,9.898813067,,,
scholarships,skaˈ-lR-SIˌps,3,1,0,1.078431373,-0.859834711,1.401652893,,,
school,skuˈl,1,0,0,333.1176471,-9.01E-06,9.999909883,582,573,599
schoolboy,skuˈl-bOˌ,2,0,0,1.31372549,-0.579416351,4.205836489,,,
schoolhouse,skuˈl-hWˌs,2,0,0,1.117647059,-0.800554017,1.994459834,388,586,544
schooling,skuˈ-lIG,2,0,0,1.431372549,-0.488084068,5.119159317,,,
schools,skuˈlz,1,0,0,14,-0.005102041,9.948979592,,,
schoolteacher,skuˈl-tiˌ-CR,3,1,0,3.450980392,-0.083968233,9.160317665,,,
schultz,SUˈlts,1,0,0,3.784313725,-0.069827378,9.301726221,,,
science,sYˈ-^ns,2,0,0,37.25490196,-0.000720499,9.992795014,577,366,423
scientific,sYˌ-^n-tIˈ-fIk,4,1,1,11.37254902,-0.007731867,9.922681332,,,
scientifically,sYˌ-^n-tIˈ-fI-k^-li,6,1,1,1.058823529,-0.891975309,1.080246914,,,
scientist,sYˈ-^n-tIst,3,1,0,12.17647059,-0.006744615,9.932553852,,,
scientists,sYˈ-^n-tIsts,3,1,0,9.68627451,-0.010658264,9.893417365,,,
scissors,sIˈ-zRz,2,0,0,6.68627451,-0.022368229,9.776317713,559,596,609
scoffs,skcˈfs,1,0,0,1.529411765,-0.427514793,5.724852071,,,
scold,skoˈld,1,0,0,1.31372549,-0.579416351,4.205836489,,,
scoop,skuˈp,1,0,0,5.666666667,-0.031141869,9.688581315,,,
scoops,skuˈps,1,0,0,1.019607843,-0.961908284,0.38091716,,,
scoot,skuˈt,1,0,0,2.980392157,-0.112577909,8.874220914,,,
scooter,skuˈ-tR,2,0,0,2.725490196,-0.134620361,8.653796387,468,565,569
scope,skoˈp,1,0,0,5.607843137,-0.031798621,9.68201379,,,
score,skcˈr,1,0,0,30.43137255,-0.001079834,9.989201662,,,
scored,skcˈrd,1,0,0,5.745098039,-0.030297383,9.697026174,,,
scores,skcˈrz,1,0,0,8.274509804,-0.014605467,9.853945329,,,
scoring,skcˈ-rIG,2,0,0,1.745098039,-0.32836763,6.716323697,,,
scorn,skcˈrn,1,0,0,1.156862745,-0.747199081,2.528009193,417,290,364
scorpion,skcˈr-pi-^n,3,1,0,2.666666667,-0.140625,8.59375,342,590,596
scorpions,skcˈr-pi-^nz,3,1,0,1.31372549,-0.579416351,4.205836489,,,
scotch,skaˈC,1,0,0,14.74509804,-0.004599437,9.95400563,518,583,590
scotland,skaˈt-l^nd,2,0,0,7.411764706,-0.018203578,9.817964223,,,
scott,skaˈt,1,0,0,35.70588235,-0.000784369,9.992156309,,,
scottie,skaˈ-ti,2,0,0,1.764705882,-0.321111111,6.788888889,,,
scottish,skaˈ-tIS,2,0,0,2.705882353,-0.13657845,8.634215501,,,
scoundrel,skWˈn-dr^l,2,0,0,2.980392157,-0.112577909,8.874220914,,,
scourge,skRˈJ,1,0,0,1.31372549,-0.579416351,4.205836489,,,
scout,skWˈt,1,0,0,12.88235294,-0.006025729,9.939742708,452,562,578
scouting,skWˈ-tIG,2,0,0,1.470588235,-0.4624,5.376,,,
scouts,skWˈts,1,0,0,5.470588235,-0.033414268,9.665857325,,,
scrabble,skr@ˈ-b^l,2,0,0,1.882352941,-0.282226563,7.177734375,,,
scramble,skr@ˈm-b^l,2,0,0,2.411764706,-0.171921475,8.280785247,,,
scrambled,skr@ˈm-b^ld,2,0,0,7.196078431,-0.019311154,9.806888462,,,
scrap,skr@ˈp,1,0,0,4.37254902,-0.052303485,9.476965151,,,
scrapbook,skr@ˈp-bUˌk,2,0,0,1.196078431,-0.699005644,3.009943564,,,
scrape,skreˈp,1,0,0,4.117647059,-0.058979592,9.410204082,,,
scraped,skreˈpt,1,0,0,1.294117647,-0.597107438,4.02892562,,,
scraping,skreˈ-pIG,2,0,0,2.31372549,-0.18679977,8.132002298,,,
scraps,skr@ˈps,1,0,0,2.039215686,-0.240477071,7.59522929,,,
scratch,skr@ˈC,1,0,0,18.84313725,-0.002816395,9.971836049,553,523,543
scratched,skr@ˈCt,1,0,0,4.470588235,-0.050034626,9.49965374,,,
scratches,skr@ˈ-C^z,2,0,0,2.411764706,-0.171921475,8.280785247,,,
scratching,skr@ˈ-CIG,2,0,0,3.705882353,-0.072814311,9.271856891,,,
scrawny,skrcˈ-ni,2,0,0,1.568627451,-0.40640625,5.9359375,,,
scream,skriˈm,1,0,0,26.41176471,-0.001433525,9.985664754,522,479,589
screamed,skriˈmd,1,0,0,4.843137255,-0.042633054,9.573669459,,,
screamer,skriˈ-mR,2,0,0,1.019607843,-0.961908284,0.38091716,,,
screaming,skriˈ-mIG,2,0,0,38.1372549,-0.000687545,9.99312455,519,,519
screams,skriˈmz,1,0,0,16.90196078,-0.003500466,9.964995343,,,
screech,skriˈC,1,0,0,6.235294118,-0.025720897,9.742791029,,,
screeching,skriˈ-CIG,2,0,0,2.549019608,-0.153905325,8.460946746,,,
screen,skriˈn,1,0,0,23.39215686,-0.001827509,9.981724913,,,
screening,skriˈ-nIG,2,0,0,3.392156863,-0.086905677,9.130943232,,,
screenplay,skriˈn-pleˌ,2,0,0,2.607843137,-0.147040534,8.529594663,,,
screens,skriˈnz,1,0,0,1.823529412,-0.300728408,6.992715921,,,
screw,skruˈ,1,0,0,37.49019608,-0.000711483,9.992885169,,,
screwball,skruˈ-bcˌl,2,0,0,1.117647059,-0.800554017,1.994459834,,,
screwdriver,skruˈ-drYˌ-vR,3,1,0,2.509803922,-0.158752441,8.412475586,,,
screwed,skruˈd,1,0,0,29.78431373,-0.001127262,9.988727382,,,
screwing,skruˈ-IG,2,0,0,9.882352941,-0.010239512,9.897604875,,,
screws,skruˈz,1,0,0,3.490196078,-0.082091908,9.179080924,,,
screwy,skruˈ-i,2,0,0,1.764705882,-0.321111111,6.788888889,,,
script,skrIˈpt,1,0,0,19.60784314,-0.002601,9.97399,,,
scripts,skrIˈpts,1,0,0,2.333333333,-0.183673469,8.163265306,,,
scripture,skrIˈp-CR,2,0,0,1.352941176,-0.5463138,4.536862004,,,
scroll,skroˈl,1,0,0,2.274509804,-0.193296671,8.067033294,350,593,572
scrolls,skroˈlz,1,0,0,2.31372549,-0.18679977,8.132002298,,,
scrooge,skruˈJ,1,0,0,3.862745098,-0.067020536,9.329794635,,,
scrub,skr^ˈb,1,0,0,6.235294118,-0.025720897,9.742791029,,,
scrubbed,skr^ˈbd,1,0,0,1.529411765,-0.427514793,5.724852071,,,
scrubbing,skr^ˈ-bIG,2,0,0,1.901960784,-0.276437454,7.235625465,,,
scrutiny,skruˈ-t^-ni,3,1,0,1.137254902,-0.773186683,2.268133175,,,
scuba,skuˈ-b^,2,0,0,1.529411765,-0.427514793,5.724852071,,,
sculpture,sk^ˈlp-CR,2,0,0,3.117647059,-0.102883588,8.971164115,,,
scum,sk^ˈm,1,0,0,9.901960784,-0.010199,9.898009999,,,
se,sWˌT-iˈst,2,0,1,18.50980392,-0.002918746,9.970812536,,,
sea,siˈ,1,0,0,59.84313725,-0.000279236,9.997207641,537,596,606
seaboard,siˈ-bcˌrd,2,0,0,1.196078431,-0.699005644,3.009943564,,,
seafood,siˈ-fuˌd,2,0,0,2.019607843,-0.245169196,7.54830804,,,
seagull,siˈ-g^ˌl,2,0,0,1.215686275,-0.676638918,3.233610822,,,
seagulls,siˈ-g^ˌlz,2,0,0,1.098039216,-0.82940051,1.705994898,,,
seal,siˈl,1,0,0,14.74509804,-0.004599437,9.95400563,482,587,563
sealed,siˈld,1,0,0,9.745098039,-0.010529981,9.894700193,,,
seals,siˈlz,1,0,0,2.725490196,-0.134620361,8.653796387,,,
seaman,siˈ-m^n,2,0,0,1.68627451,-0.351676582,6.483234181,449,563,481
seams,siˈmz,1,0,0,1.333333333,-0.5625,4.375,,,
search,sRˈC,1,0,0,48.37254902,-0.000427368,9.995726319,537,371,402
searched,sRˈCt,1,0,0,7.960784314,-0.01577932,9.842206799,,,
searches,sRˈ-CIz,2,0,0,1.31372549,-0.579416351,4.205836489,,,
searching,sRˈ-CIG,2,0,0,16.78431373,-0.00354971,9.964502904,,,
sears,sIˈrz,1,0,0,2.647058824,-0.142716049,8.572839506,,,
seas,siˈz,1,0,0,4.37254902,-0.052303485,9.476965151,,,
seasick,siˈ-sIˌk,2,0,0,1.37254902,-0.530816327,4.691836735,393,,
season,siˈ-z^n,2,0,0,31.47058824,-0.001009695,9.989903048,565,445,495
seasons,siˈ-z^nz,2,0,0,4.117647059,-0.058979592,9.410204082,,,
seat,siˈt,1,0,0,78.78431373,-0.000161109,9.998388907,597,568,574
seated,siˈ-t^d,2,0,0,8.549019608,-0.01368256,9.863174396,,,
seating,siˈ-tIG,2,0,0,2.137254902,-0.218920966,7.810790338,,,
seats,siˈts,1,0,0,21.76470588,-0.00211103,9.978889701,,,
seattle,si-@ˈ-t^l,3,1,1,12.49019608,-0.006410051,9.93589949,,,
seaweed,siˈ-wiˌd,2,0,0,1.725490196,-0.335872934,6.641270661,478,593,590
sec,sEˈk,1,0,0,17.19607843,-0.003381747,9.966182526,,,
secluded,sI-kluˈ-dId,3,1,1,1.019607843,-0.961908284,0.38091716,,,
second,sEˈ-k^nd,2,0,0,284.5686275,-1.23E-05,9.999876512,598,344,371
secondary,sEˈ-k^n-dEˌ-ri,4,1,0,4.098039216,-0.05954534,9.404546599,,,
secondhand,sEˈ-k^nd-h@ˌnd,3,1,0,1.058823529,-0.891975309,1.080246914,,,
secondly,sEˈ-k^nd-li,3,1,0,2.980392157,-0.112577909,8.874220914,,,
seconds,sEˈ-k^ndz,2,0,0,70.64705882,-0.00020036,9.997996396,,,
secrecy,siˈ-kr^-si,3,1,0,3.470588235,-0.08302212,9.169778799,,,
